time,站點,人次
2018-12-01 09:00:00,南京三民,835
2018-12-01 09:00:00,南京復興,868
2018-12-01 09:00:00,南勢角,1801
2018-12-01 09:00:00,南港,1053
2018-12-01 09:00:00,南港展覽館,1577
2018-12-01 09:00:00,南港軟體園區,71
2018-12-01 09:00:00,古亭,1391
2018-12-01 09:00:00,台北101/世貿,596
2018-12-01 09:00:00,台北小巨蛋,432
2018-12-01 09:00:00,台北橋,656
2018-12-01 09:00:00,台北車站,7866
2018-12-01 09:00:00,台大醫院,445
2018-12-01 09:00:00,台電大樓,831
2018-12-01 09:00:00,唭哩岸,536
2018-12-01 09:00:00,善導寺,546
2018-12-01 09:00:00,國父紀念館,501
2018-12-01 09:00:00,圓山,1505
2018-12-01 09:00:00,土城,560
2018-12-01 09:00:00,士林,1294
2018-12-01 09:00:00,大坪林,1230
2018-12-01 09:00:00,大安,773
2018-12-01 09:00:00,大安森林公園,394
2018-12-01 09:00:00,大橋頭站,734
2018-12-01 09:00:00,大湖公園,328
2018-12-01 09:00:00,大直,414
2018-12-01 09:00:00,奇岩,533
2018-12-01 09:00:00,小南門,198
2018-12-01 09:00:00,小碧潭,121
2018-12-01 09:00:00,市政府,1245
2018-12-01 09:00:00,府中,2120
2018-12-01 09:00:00,後山埤,1042
