time,站點,人次
2018-12-01 05:00:00,台北車站,1
2018-12-01 05:00:00,台大醫院,0
2018-12-01 05:00:00,台電大樓,1
2018-12-01 05:00:00,唭哩岸,0
2018-12-01 05:00:00,善導寺,0
2018-12-01 05:00:00,國父紀念館,0
2018-12-01 05:00:00,圓山,1
2018-12-01 05:00:00,土城,0
2018-12-01 05:00:00,士林,2
2018-12-01 05:00:00,大坪林,0
2018-12-01 05:00:00,大安,0
2018-12-01 05:00:00,大安森林公園,0
2018-12-01 05:00:00,大橋頭站,0
2018-12-01 05:00:00,大湖公園,0
2018-12-01 05:00:00,大直,0
2018-12-01 05:00:00,奇岩,0
2018-12-01 05:00:00,小南門,0
2018-12-01 05:00:00,小碧潭,0
2018-12-01 05:00:00,市政府,0
2018-12-01 05:00:00,府中,0
2018-12-01 05:00:00,後山埤,1
2018-12-01 05:00:00,徐匯中學,0
2018-12-01 05:00:00,復興崗,0
2018-12-01 05:00:00,忠孝復興,0
2018-12-01 05:00:00,忠孝敦化,0
2018-12-01 05:00:00,忠孝新生,0
2018-12-01 05:00:00,忠義,0
2018-12-01 05:00:00,文德,0
2018-12-01 05:00:00,新北投,0
2018-12-01 05:00:00,新埔,0
2018-12-01 05:00:00,新店,1
2018-12-01 05:00:00,新店區公所,0
2018-12-01 05:00:00,新莊,0
2018-12-01 05:00:00,昆陽,0
2018-12-01 05:00:00,明德,0
2018-12-01 05:00:00,景安,0
2018-12-01 05:00:00,景美,2
2018-12-01 05:00:00,木柵,0
2018-12-01 05:00:00,東湖,0
2018-12-01 05:00:00,東門,0
2018-12-01 05:00:00,松山,0
2018-12-01 05:00:00,松山機場,0
2018-12-01 05:00:00,松江南京,0
2018-12-01 05:00:00,板橋,0
2018-12-01 05:00:00,民權西路,0
2018-12-01 05:00:00,永安市場,0
2018-12-01 05:00:00,永寧,0
2018-12-01 05:00:00,永春,0
2018-12-01 05:00:00,江子翠,1
2018-12-01 05:00:00,海山,0
2018-12-01 05:00:00,淡水,1
2018-12-01 05:00:00,港墘,0
2018-12-01 05:00:00,石牌,0
2018-12-01 05:00:00,科技大樓,0
2018-12-01 05:00:00,竹圍,0
2018-12-01 05:00:00,紅樹林,0
2018-12-01 05:00:00,芝山,2
2018-12-01 05:00:00,菜寮,1
2018-12-01 05:00:00,萬芳社區,0
2018-12-01 05:00:00,萬芳醫院,0
2018-12-01 05:00:00,萬隆,0
2018-12-01 05:00:00,葫洲,0
2018-12-01 05:00:00,蘆洲,0
2018-12-01 05:00:00,行天宮,0
2018-12-01 05:00:00,西湖,0
2018-12-01 05:00:00,西門,1
2018-12-01 05:00:00,象山,0
2018-12-01 05:00:00,輔大,0
2018-12-01 05:00:00,辛亥,0
2018-12-01 05:00:00,迴龍,0
2018-12-01 05:00:00,關渡,0
2018-12-01 05:00:00,雙連,0
2018-12-01 05:00:00,頂埔,0
2018-12-01 05:00:00,頂溪,1
2018-12-01 05:00:00,頭前庄,0
2018-12-01 05:00:00,麟光,0
2018-12-01 05:00:00,龍山寺,2
2018-12-01 06:00:00,七張,105
2018-12-01 06:00:00,三和國中,108
2018-12-01 06:00:00,三民高中,57
2018-12-01 06:00:00,三重,76
2018-12-01 06:00:00,三重國小,61
2018-12-01 06:00:00,中山,230
2018-12-01 06:00:00,中山國中,93
2018-12-01 06:00:00,中山國小,159
2018-12-01 06:00:00,中正紀念堂,310
2018-12-01 06:00:00,丹鳳,50
2018-12-01 06:00:00,亞東醫院,169
2018-12-01 06:00:00,信義安和,111
2018-12-01 06:00:00,先嗇宮,41
2018-12-01 06:00:00,內湖,50
2018-12-01 06:00:00,公館,314
2018-12-01 06:00:00,六張犁,73
2018-12-01 06:00:00,劍南路,107
2018-12-01 06:00:00,劍潭,433
2018-12-01 06:00:00,動物園,32
2018-12-01 06:00:00,北投,236
2018-12-01 06:00:00,北門,180
2018-12-01 06:00:00,南京三民,167
2018-12-01 06:00:00,南京復興,339
2018-12-01 06:00:00,南勢角,141
2018-12-01 06:00:00,南港,231
2018-12-01 06:00:00,南港展覽館,213
2018-12-01 06:00:00,南港軟體園區,19
2018-12-01 06:00:00,古亭,244
2018-12-01 06:00:00,台北101/世貿,176
2018-12-01 06:00:00,台北小巨蛋,214
2018-12-01 06:00:00,台北橋,60
2018-12-01 06:00:00,台北車站,3995
2018-12-01 06:00:00,台大醫院,245
2018-12-01 06:00:00,台電大樓,105
2018-12-01 06:00:00,唭哩岸,44
2018-12-01 06:00:00,善導寺,259
2018-12-01 06:00:00,國父紀念館,172
2018-12-01 06:00:00,圓山,354
2018-12-01 06:00:00,土城,70
2018-12-01 06:00:00,士林,363
2018-12-01 06:00:00,大坪林,209
2018-12-01 06:00:00,大安,168
2018-12-01 06:00:00,大安森林公園,70
2018-12-01 06:00:00,大橋頭站,167
2018-12-01 06:00:00,大湖公園,170
2018-12-01 06:00:00,大直,91
2018-12-01 06:00:00,奇岩,96
2018-12-01 06:00:00,小南門,56
2018-12-01 06:00:00,小碧潭,7
2018-12-01 06:00:00,市政府,527
2018-12-01 06:00:00,府中,131
2018-12-01 06:00:00,後山埤,133
2018-12-01 06:00:00,徐匯中學,75
2018-12-01 06:00:00,復興崗,45
2018-12-01 06:00:00,忠孝復興,336
2018-12-01 06:00:00,忠孝敦化,235
2018-12-01 06:00:00,忠孝新生,288
2018-12-01 06:00:00,忠義,32
2018-12-01 06:00:00,文德,22
2018-12-01 06:00:00,新北投,74
2018-12-01 06:00:00,新埔,342
2018-12-01 06:00:00,新店,205
2018-12-01 06:00:00,新店區公所,75
2018-12-01 06:00:00,新莊,99
2018-12-01 06:00:00,昆陽,118
2018-12-01 06:00:00,明德,106
2018-12-01 06:00:00,景安,171
2018-12-01 06:00:00,景美,113
2018-12-01 06:00:00,木柵,45
2018-12-01 06:00:00,東湖,43
2018-12-01 06:00:00,東門,176
2018-12-01 06:00:00,松山,152
2018-12-01 06:00:00,松山機場,199
2018-12-01 06:00:00,松江南京,213
2018-12-01 06:00:00,板橋,695
2018-12-01 06:00:00,民權西路,343
2018-12-01 06:00:00,永安市場,88
2018-12-01 06:00:00,永寧,274
2018-12-01 06:00:00,永春,109
2018-12-01 06:00:00,江子翠,172
2018-12-01 06:00:00,海山,83
2018-12-01 06:00:00,淡水,242
2018-12-01 06:00:00,港墘,95
2018-12-01 06:00:00,石牌,420
2018-12-01 06:00:00,科技大樓,112
2018-12-01 06:00:00,竹圍,78
2018-12-01 06:00:00,紅樹林,62
2018-12-01 06:00:00,芝山,155
2018-12-01 06:00:00,菜寮,73
2018-12-01 06:00:00,萬芳社區,9
2018-12-01 06:00:00,萬芳醫院,116
2018-12-01 06:00:00,萬隆,63
2018-12-01 06:00:00,葫洲,60
2018-12-01 06:00:00,蘆洲,251
2018-12-01 06:00:00,行天宮,331
2018-12-01 06:00:00,西湖,80
2018-12-01 06:00:00,西門,311
2018-12-01 06:00:00,象山,208
2018-12-01 06:00:00,輔大,93
2018-12-01 06:00:00,辛亥,15
2018-12-01 06:00:00,迴龍,69
2018-12-01 06:00:00,關渡,131
2018-12-01 06:00:00,雙連,302
2018-12-01 06:00:00,頂埔,64
2018-12-01 06:00:00,頂溪,170
2018-12-01 06:00:00,頭前庄,49
2018-12-01 06:00:00,麟光,24
2018-12-01 06:00:00,龍山寺,319
2018-12-01 07:00:00,七張,321
2018-12-01 07:00:00,三和國中,174
2018-12-01 07:00:00,三民高中,145
2018-12-01 07:00:00,三重,154
2018-12-01 07:00:00,三重國小,171
2018-12-01 07:00:00,中山,452
2018-12-01 07:00:00,中山國中,310
2018-12-01 07:00:00,中山國小,316
2018-12-01 07:00:00,中正紀念堂,694
2018-12-01 07:00:00,丹鳳,159
2018-12-01 07:00:00,亞東醫院,606
2018-12-01 07:00:00,信義安和,274
2018-12-01 07:00:00,先嗇宮,79
2018-12-01 07:00:00,內湖,236
2018-12-01 07:00:00,公館,889
2018-12-01 07:00:00,六張犁,204
2018-12-01 07:00:00,劍南路,227
2018-12-01 07:00:00,劍潭,1205
2018-12-01 07:00:00,動物園,206
2018-12-01 07:00:00,北投,478
2018-12-01 07:00:00,北門,249
2018-12-01 07:00:00,南京三民,471
2018-12-01 07:00:00,南京復興,644
2018-12-01 07:00:00,南勢角,336
2018-12-01 07:00:00,南港,489
2018-12-01 07:00:00,南港展覽館,506
2018-12-01 07:00:00,南港軟體園區,46
2018-12-01 07:00:00,古亭,659
2018-12-01 07:00:00,台北101/世貿,581
2018-12-01 07:00:00,台北小巨蛋,783
2018-12-01 07:00:00,台北橋,110
2018-12-01 07:00:00,台北車站,6724
2018-12-01 07:00:00,台大醫院,986
2018-12-01 07:00:00,台電大樓,361
2018-12-01 07:00:00,唭哩岸,87
2018-12-01 07:00:00,善導寺,752
2018-12-01 07:00:00,國父紀念館,323
2018-12-01 07:00:00,圓山,743
2018-12-01 07:00:00,土城,163
2018-12-01 07:00:00,士林,926
2018-12-01 07:00:00,大坪林,591
2018-12-01 07:00:00,大安,475
2018-12-01 07:00:00,大安森林公園,304
2018-12-01 07:00:00,大橋頭站,539
2018-12-01 07:00:00,大湖公園,126
2018-12-01 07:00:00,大直,230
2018-12-01 07:00:00,奇岩,227
2018-12-01 07:00:00,小南門,146
2018-12-01 07:00:00,小碧潭,33
2018-12-01 07:00:00,市政府,1104
2018-12-01 07:00:00,府中,289
2018-12-01 07:00:00,後山埤,383
2018-12-01 07:00:00,徐匯中學,145
2018-12-01 07:00:00,復興崗,96
2018-12-01 07:00:00,忠孝復興,833
2018-12-01 07:00:00,忠孝敦化,644
2018-12-01 07:00:00,忠孝新生,737
2018-12-01 07:00:00,忠義,89
2018-12-01 07:00:00,文德,150
2018-12-01 07:00:00,新北投,284
2018-12-01 07:00:00,新埔,550
2018-12-01 07:00:00,新店,415
2018-12-01 07:00:00,新店區公所,159
2018-12-01 07:00:00,新莊,223
2018-12-01 07:00:00,昆陽,306
2018-12-01 07:00:00,明德,295
2018-12-01 07:00:00,景安,373
2018-12-01 07:00:00,景美,322
2018-12-01 07:00:00,木柵,169
2018-12-01 07:00:00,東湖,128
2018-12-01 07:00:00,東門,801
2018-12-01 07:00:00,松山,429
2018-12-01 07:00:00,松山機場,255
2018-12-01 07:00:00,松江南京,561
2018-12-01 07:00:00,板橋,1369
2018-12-01 07:00:00,民權西路,566
2018-12-01 07:00:00,永安市場,340
2018-12-01 07:00:00,永寧,409
2018-12-01 07:00:00,永春,377
2018-12-01 07:00:00,江子翠,453
2018-12-01 07:00:00,海山,252
2018-12-01 07:00:00,淡水,660
2018-12-01 07:00:00,港墘,230
2018-12-01 07:00:00,石牌,1221
2018-12-01 07:00:00,科技大樓,332
2018-12-01 07:00:00,竹圍,257
2018-12-01 07:00:00,紅樹林,115
2018-12-01 07:00:00,芝山,498
2018-12-01 07:00:00,菜寮,189
2018-12-01 07:00:00,萬芳社區,31
2018-12-01 07:00:00,萬芳醫院,334
2018-12-01 07:00:00,萬隆,181
2018-12-01 07:00:00,葫洲,649
2018-12-01 07:00:00,蘆洲,742
2018-12-01 07:00:00,行天宮,682
2018-12-01 07:00:00,西湖,239
2018-12-01 07:00:00,西門,794
2018-12-01 07:00:00,象山,446
2018-12-01 07:00:00,輔大,227
2018-12-01 07:00:00,辛亥,46
2018-12-01 07:00:00,迴龍,156
2018-12-01 07:00:00,關渡,581
2018-12-01 07:00:00,雙連,672
2018-12-01 07:00:00,頂埔,168
2018-12-01 07:00:00,頂溪,519
2018-12-01 07:00:00,頭前庄,76
2018-12-01 07:00:00,麟光,57
2018-12-01 07:00:00,龍山寺,772
2018-12-01 08:00:00,七張,533
2018-12-01 08:00:00,三和國中,202
2018-12-01 08:00:00,三民高中,212
2018-12-01 08:00:00,三重,231
2018-12-01 08:00:00,三重國小,222
2018-12-01 08:00:00,中山,1026
2018-12-01 08:00:00,中山國中,557
2018-12-01 08:00:00,中山國小,642
2018-12-01 08:00:00,中正紀念堂,1504
2018-12-01 08:00:00,丹鳳,202
2018-12-01 08:00:00,亞東醫院,714
2018-12-01 08:00:00,信義安和,542
2018-12-01 08:00:00,先嗇宮,121
2018-12-01 08:00:00,內湖,351
2018-12-01 08:00:00,公館,2124
2018-12-01 08:00:00,六張犁,304
2018-12-01 08:00:00,劍南路,545
2018-12-01 08:00:00,劍潭,1690
2018-12-01 08:00:00,動物園,879
2018-12-01 08:00:00,北投,825
2018-12-01 08:00:00,北門,401
2018-12-01 08:00:00,南京三民,800
2018-12-01 08:00:00,南京復興,1531
2018-12-01 08:00:00,南勢角,521
2018-12-01 08:00:00,南港,659
2018-12-01 08:00:00,南港展覽館,866
2018-12-01 08:00:00,南港軟體園區,82
2018-12-01 08:00:00,古亭,1749
2018-12-01 08:00:00,台北101/世貿,1349
2018-12-01 08:00:00,台北小巨蛋,863
2018-12-01 08:00:00,台北橋,223
2018-12-01 08:00:00,台北車站,10603
2018-12-01 08:00:00,台大醫院,1371
2018-12-01 08:00:00,台電大樓,935
2018-12-01 08:00:00,唭哩岸,176
2018-12-01 08:00:00,善導寺,1454
2018-12-01 08:00:00,國父紀念館,754
2018-12-01 08:00:00,圓山,1503
2018-12-01 08:00:00,土城,236
2018-12-01 08:00:00,士林,1668
2018-12-01 08:00:00,大坪林,743
2018-12-01 08:00:00,大安,1320
2018-12-01 08:00:00,大安森林公園,749
2018-12-01 08:00:00,大橋頭站,482
2018-12-01 08:00:00,大湖公園,219
2018-12-01 08:00:00,大直,436
2018-12-01 08:00:00,奇岩,281
2018-12-01 08:00:00,小南門,500
2018-12-01 08:00:00,小碧潭,93
2018-12-01 08:00:00,市政府,2098
2018-12-01 08:00:00,府中,743
2018-12-01 08:00:00,後山埤,550
2018-12-01 08:00:00,徐匯中學,234
2018-12-01 08:00:00,復興崗,138
2018-12-01 08:00:00,忠孝復興,1485
2018-12-01 08:00:00,忠孝敦化,1168
2018-12-01 08:00:00,忠孝新生,1558
2018-12-01 08:00:00,忠義,109
2018-12-01 08:00:00,文德,140
2018-12-01 08:00:00,新北投,400
2018-12-01 08:00:00,新埔,1048
2018-12-01 08:00:00,新店,530
2018-12-01 08:00:00,新店區公所,272
2018-12-01 08:00:00,新莊,266
2018-12-01 08:00:00,昆陽,375
2018-12-01 08:00:00,明德,480
2018-12-01 08:00:00,景安,439
2018-12-01 08:00:00,景美,590
2018-12-01 08:00:00,木柵,144
2018-12-01 08:00:00,東湖,161
2018-12-01 08:00:00,東門,1446
2018-12-01 08:00:00,松山,599
2018-12-01 08:00:00,松山機場,331
2018-12-01 08:00:00,松江南京,1126
2018-12-01 08:00:00,板橋,1681
2018-12-01 08:00:00,民權西路,907
2018-12-01 08:00:00,永安市場,631
2018-12-01 08:00:00,永寧,479
2018-12-01 08:00:00,永春,692
2018-12-01 08:00:00,江子翠,574
2018-12-01 08:00:00,海山,357
2018-12-01 08:00:00,淡水,1105
2018-12-01 08:00:00,港墘,491
2018-12-01 08:00:00,石牌,1783
2018-12-01 08:00:00,科技大樓,872
2018-12-01 08:00:00,竹圍,399
2018-12-01 08:00:00,紅樹林,198
2018-12-01 08:00:00,芝山,839
2018-12-01 08:00:00,菜寮,233
2018-12-01 08:00:00,萬芳社區,56
2018-12-01 08:00:00,萬芳醫院,502
2018-12-01 08:00:00,萬隆,270
2018-12-01 08:00:00,葫洲,405
2018-12-01 08:00:00,蘆洲,301
2018-12-01 08:00:00,行天宮,1092
2018-12-01 08:00:00,西湖,410
2018-12-01 08:00:00,西門,2388
2018-12-01 08:00:00,象山,660
2018-12-01 08:00:00,輔大,469
2018-12-01 08:00:00,辛亥,40
2018-12-01 08:00:00,迴龍,205
2018-12-01 08:00:00,關渡,1038
2018-12-01 08:00:00,雙連,1443
2018-12-01 08:00:00,頂埔,158
2018-12-01 08:00:00,頂溪,786
2018-12-01 08:00:00,頭前庄,140
2018-12-01 08:00:00,麟光,121
2018-12-01 08:00:00,龍山寺,920
2018-12-01 09:00:00,七張,608
2018-12-01 09:00:00,三和國中,203
2018-12-01 09:00:00,三民高中,326
2018-12-01 09:00:00,三重,311
2018-12-01 09:00:00,三重國小,281
2018-12-01 09:00:00,中山,2117
2018-12-01 09:00:00,中山國中,591
2018-12-01 09:00:00,中山國小,640
2018-12-01 09:00:00,中正紀念堂,1987
2018-12-01 09:00:00,丹鳳,170
2018-12-01 09:00:00,亞東醫院,740
2018-12-01 09:00:00,信義安和,788
2018-12-01 09:00:00,先嗇宮,114
2018-12-01 09:00:00,內湖,397
2018-12-01 09:00:00,公館,1919
2018-12-01 09:00:00,六張犁,441
2018-12-01 09:00:00,劍南路,601
2018-12-01 09:00:00,劍潭,1793
2018-12-01 09:00:00,動物園,1614
2018-12-01 09:00:00,北投,756
2018-12-01 09:00:00,北門,566
2018-12-01 09:00:00,南京三民,1236
2018-12-01 09:00:00,南京復興,1666
2018-12-01 09:00:00,南勢角,503
2018-12-01 09:00:00,南港,631
2018-12-01 09:00:00,南港展覽館,1967
2018-12-01 09:00:00,南港軟體園區,92
2018-12-01 09:00:00,古亭,2025
2018-12-01 09:00:00,台北101/世貿,2506
2018-12-01 09:00:00,台北小巨蛋,1012
2018-12-01 09:00:00,台北橋,299
2018-12-01 09:00:00,台北車站,10833
2018-12-01 09:00:00,台大醫院,1520
2018-12-01 09:00:00,台電大樓,799
2018-12-01 09:00:00,唭哩岸,207
2018-12-01 09:00:00,善導寺,1561
2018-12-01 09:00:00,國父紀念館,1333
2018-12-01 09:00:00,圓山,2171
2018-12-01 09:00:00,土城,206
2018-12-01 09:00:00,士林,2644
2018-12-01 09:00:00,大坪林,680
2018-12-01 09:00:00,大安,1355
2018-12-01 09:00:00,大安森林公園,864
2018-12-01 09:00:00,大橋頭站,589
2018-12-01 09:00:00,大湖公園,219
2018-12-01 09:00:00,大直,569
2018-12-01 09:00:00,奇岩,250
2018-12-01 09:00:00,小南門,544
2018-12-01 09:00:00,小碧潭,44
2018-12-01 09:00:00,市政府,2847
2018-12-01 09:00:00,府中,1000
2018-12-01 09:00:00,後山埤,512
